tweet,cleaning,case_folding,tokenize,stopword_removal,stemming,entity,sentiment
"Apabila sudah ada perintah, Suzuki Indonesia mengaku pasti akan memanggil konsumen terkait.Translate post",Apabila sudah ada perintah Suzuki Indonesia mengaku pasti akan memanggil konsumen terkaitTranslate post,apabila sudah ada perintah suzuki indonesia mengaku pasti akan memanggil konsumen terkaittranslate post,"['apabila', 'sudah', 'ada', 'perintah', 'suzuki', 'indonesia', 'mengaku', 'pasti', 'akan', 'memanggil', 'konsumen', 'terkaittranslate', 'post']","['perintah', 'mengaku', 'memanggil', 'konsumen', 'terkaittranslate']",perintah aku panggil konsumen terkaittranslate,Suzuki,Positif
"11.06 Kecelakaan antara Mikrolet dan Mobil Toyota di Jl. Raya Palmariem Matraman dekat Pasar Palmariem di Jakarta Timur saat ini sydah di tangani petugas laka lantas Jaktim, lalu lintas tersendatTr...", Kecelakaan antara Mikrolet dan Mobil Toyota di Jl Raya Palmariem Matraman dekat Pasar Palmariem di Jakarta Timur saat ini sydah di tangani petugas laka lantas Jaktim lalu lintas tersendatTr, kecelakaan antara mikrolet dan mobil toyota di jl raya palmariem matraman dekat pasar palmariem di jakarta timur saat ini sydah di tangani petugas laka lantas jaktim lalu lintas tersendattr,"['kecelakaan', 'antara', 'mikrolet', 'dan', 'mobil', 'toyota', 'di', 'jl', 'raya', 'palmariem', 'matraman', 'dekat', 'pasar', 'palmariem', 'di', 'jakarta', 'timur', 'saat', 'ini', 'sydah', 'di', 'tangani', 'petugas', 'laka', 'lantas', 'jaktim', 'lalu', 'lintas', 'tersendattr']","['kecelakaan', 'mikrolet', 'jl', 'raya', 'palmariem', 'matraman', 'palmariem', 'jakarta', 'timur', 'sydah', 'tangani', 'petugas', 'laka', 'lantas', 'jaktim', 'lintas', 'tersendattr']",celaka mikrolet jl raya palmariem matraman palmariem jakarta timur sydah tangan tugas laka lantas jaktim lintas tersendattr,Toyota,Negatif
Selamat Hari Film Nasional Sahabat! Terus dukung dan cintai industri perfilman Indonesia untuk dapat menginspirasi siapa pun. Semoga semangat kreativitas terus berkobar di dunia perfilman tanah...,Selamat Hari Film Nasional Sahabat Terus dukung dan cintai industri perfilman Indonesia untuk dapat menginspirasi siapa pun Semoga semangat kreativitas terus berkobar di dunia perfilman tanah,selamat hari film nasional sahabat terus dukung dan cintai industri perfilman indonesia untuk dapat menginspirasi siapa pun semoga semangat kreativitas terus berkobar di dunia perfilman tanah,"['selamat', 'hari', 'film', 'nasional', 'sahabat', 'terus', 'dukung', 'dan', 'cintai', 'industri', 'perfilman', 'indonesia', 'untuk', 'dapat', 'menginspirasi', 'siapa', 'pun', 'semoga', 'semangat', 'kreativitas', 'terus', 'berkobar', 'di', 'dunia', 'perfilman', 'tanah']","['selamat', 'film', 'nasional', 'cintai', 'industri', 'perfilman', 'menginspirasi', 'semangat', 'kreativitas', 'berkobar', 'perfilman', 'tanah']",selamat film nasional cinta industri film inspirasi semangat kreativitas kobar film tanah,Daihatsu,Netral
Ini yang bisa angkut koper kamu dan keluarga buat mudik seminggu full! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,Ini yang bisa angkut koper kamu dan keluarga buat mudik seminggu full Suzuki SuzukiIndonesia SuzukiTeManBerkendara YourGearTranslate post,ini yang bisa angkut koper kamu dan keluarga buat mudik seminggu full suzuki suzukiindonesia suzukitemanberkendara yourgeartranslate post,"['ini', 'yang', 'bisa', 'angkut', 'koper', 'kamu', 'dan', 'keluarga', 'buat', 'mudik', 'seminggu', 'full', 'suzuki', 'suzukiindonesia', 'suzukitemanberkendara', 'yourgeartranslate', 'post']","['angkut', 'koper', 'mudik', 'seminggu', 'full']",angkut koper mudik minggu full,Suzuki,Netral
"Pastikan kendaraan Suzuki kamu selalu dalam kondisi prima dan aman dengan kunjungi Suzuki Bengkel Siaga! ? Suzuki Bengkel Siaga melayani segala kebutuhan service mulai dari penggantian oli,...",Pastikan kendaraan Suzuki kamu selalu dalam kondisi prima dan aman dengan kunjungi Suzuki Bengkel Siaga  Suzuki Bengkel Siaga melayani segala kebutuhan service mulai dari penggantian oli,pastikan kendaraan suzuki kamu selalu dalam kondisi prima dan aman dengan kunjungi suzuki bengkel siaga  suzuki bengkel siaga melayani segala kebutuhan service mulai dari penggantian oli,"['pastikan', 'kendaraan', 'suzuki', 'kamu', 'selalu', 'dalam', 'kondisi', 'prima', 'dan', 'aman', 'dengan', 'kunjungi', 'suzuki', 'bengkel', 'siaga', 'suzuki', 'bengkel', 'siaga', 'melayani', 'segala', 'kebutuhan', 'service', 'mulai', 'dari', 'penggantian', 'oli']","['pastikan', 'kondisi', 'prima', 'aman', 'kunjungi', 'bengkel', 'siaga', 'bengkel', 'siaga', 'melayani', 'kebutuhan', 'service', 'penggantian', 'oli']",pasti kondisi prima aman kunjung bengkel siaga bengkel siaga layan butuh service ganti oli,Suzuki,Positif
Tetap kenyang di perjalanan mudik dengan resep bekal praktis ini! THREAD #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,Tetap kenyang di perjalanan mudik dengan resep bekal praktis ini THREAD Suzuki SuzukiIndonesia SuzukiTeManBerkendara YourGearTranslate post,tetap kenyang di perjalanan mudik dengan resep bekal praktis ini thread suzuki suzukiindonesia suzukitemanberkendara yourgeartranslate post,"['tetap', 'kenyang', 'di', 'perjalanan', 'mudik', 'dengan', 'resep', 'bekal', 'praktis', 'ini', 'thread', 'suzuki', 'suzukiindonesia', 'suzukitemanberkendara', 'yourgeartranslate', 'post']","['kenyang', 'perjalanan', 'mudik', 'resep', 'bekal', 'praktis']",kenyang jalan mudik resep bekal praktis,Suzuki,Netral
Selamat Hari Raya Paskah bagi Suzuki Family yang merayakan. Sebarkan kebahagiaan dan kehangatan kepada semua orang di sekitarmu pada hari yang indah ini. #Suzuki #SuzukiIndonesia #SuzukiTeManBerken...,Selamat Hari Raya Paskah bagi Suzuki Family yang merayakan Sebarkan kebahagiaan dan kehangatan kepada semua orang di sekitarmu pada hari yang indah ini Suzuki SuzukiIndonesia SuzukiTeManBerken,selamat hari raya paskah bagi suzuki family yang merayakan sebarkan kebahagiaan dan kehangatan kepada semua orang di sekitarmu pada hari yang indah ini suzuki suzukiindonesia suzukitemanberken,"['selamat', 'hari', 'raya', 'paskah', 'bagi', 'suzuki', 'family', 'yang', 'merayakan', 'sebarkan', 'kebahagiaan', 'dan', 'kehangatan', 'kepada', 'semua', 'orang', 'di', 'sekitarmu', 'pada', 'hari', 'yang', 'indah', 'ini', 'suzuki', 'suzukiindonesia', 'suzukitemanberken']","['selamat', 'raya', 'paskah', 'merayakan', 'sebarkan', 'kebahagiaan', 'kehangatan', 'sekitarmu', 'indah', 'suzukitemanberken']",selamat raya paskah raya sebar bahagia hangat sekitar indah suzukitemanberken,Suzuki,Positif
"Salad buah yang segar~ Potong buah-buahan segar seperti semangka, melon, anggur, dan stroberi. Campur dengan sedikit perasan jeruk nipis dan madu untuk rasa manis alami. Sajikan dalam kotak...",Salad buah yang segar Potong buahbuahan segar seperti semangka melon anggur dan stroberi Campur dengan sedikit perasan jeruk nipis dan madu untuk rasa manis alami Sajikan dalam kotak,salad buah yang segar potong buahbuahan segar seperti semangka melon anggur dan stroberi campur dengan sedikit perasan jeruk nipis dan madu untuk rasa manis alami sajikan dalam kotak,"['salad', 'buah', 'yang', 'segar', 'potong', 'buahbuahan', 'segar', 'seperti', 'semangka', 'melon', 'anggur', 'dan', 'stroberi', 'campur', 'dengan', 'sedikit', 'perasan', 'jeruk', 'nipis', 'dan', 'madu', 'untuk', 'rasa', 'manis', 'alami', 'sajikan', 'dalam', 'kotak']","['salad', 'buah', 'segar', 'potong', 'buahbuahan', 'segar', 'semangka', 'melon', 'anggur', 'stroberi', 'campur', 'perasan', 'jeruk', 'nipis', 'madu', 'manis', 'alami', 'sajikan', 'kotak']",salad buah segar potong buahbuahan segar semangka melon anggur stroberi campur peras jeruk nipis madu manis alami saji kotak,Suzuki,Netral
Daftar Harga Mobil Suzuki APV Arena BekasTranslate post,Daftar Harga Mobil Suzuki APV Arena BekasTranslate post,daftar harga mobil suzuki apv arena bekastranslate post,"['daftar', 'harga', 'mobil', 'suzuki', 'apv', 'arena', 'bekastranslate', 'post']","['daftar', 'apv', 'arena', 'bekastranslate']",daftar apv arena bekastranslate,Suzuki,Positif
Tuntaskan 3 pertandingan terakhir dengan kemenangan! #PersijaDay #PersijaSelamanya,Tuntaskan  pertandingan terakhir dengan kemenangan PersijaDay PersijaSelamanya,tuntaskan  pertandingan terakhir dengan kemenangan persijaday persijaselamanya,"['tuntaskan', 'pertandingan', 'terakhir', 'dengan', 'kemenangan', 'persijaday', 'persijaselamanya']","['tuntaskan', 'pertandingan', 'kemenangan', 'persijaday', 'persijaselamanya']",tuntas tanding menang persijaday persijaselamanya,Suzuki,Netral
Agatha Pricilla nyaman bergantung pada mobil Mitsubishi XFORCE.,Agatha Pricilla nyaman bergantung pada mobil Mitsubishi XFORCE,agatha pricilla nyaman bergantung pada mobil mitsubishi xforce,"['agatha', 'pricilla', 'nyaman', 'bergantung', 'pada', 'mobil', 'mitsubishi', 'xforce']","['agatha', 'pricilla', 'nyaman', 'bergantung', 'xforce']",agatha pricilla nyaman gantung xforce,Mitsubishi,Positif
Sopir mobil Toyota Harrier yang menabrak Irwanto hingga tewas di Bandung sudah ditahan polisi. Ia terancam dijerat pasal berlapis akibat perbuatannya. Via @detikjabar_Translate post,Sopir mobil Toyota Harrier yang menabrak Irwanto hingga tewas di Bandung sudah ditahan polisi Ia terancam dijerat pasal berlapis akibat perbuatannya Via  post,sopir mobil toyota harrier yang menabrak irwanto hingga tewas di bandung sudah ditahan polisi ia terancam dijerat pasal berlapis akibat perbuatannya via  post,"['sopir', 'mobil', 'toyota', 'harrier', 'yang', 'menabrak', 'irwanto', 'hingga', 'tewas', 'di', 'bandung', 'sudah', 'ditahan', 'polisi', 'ia', 'terancam', 'dijerat', 'pasal', 'berlapis', 'akibat', 'perbuatannya', 'via', 'post']","['sopir', 'harrier', 'menabrak', 'irwanto', 'tewas', 'bandung', 'ditahan', 'polisi', 'terancam', 'dijerat', 'pasal', 'berlapis', 'akibat', 'perbuatannya']",sopir harrier tabrak irwanto tewas bandung tahan polisi ancam jerat pasal lap akibat buat,Toyota,Negatif
"Laka Beruntun di Gresik, Toyota Calya Tabrak Pengendara Motor Berboncengan. ? Kecelakaan beruntun kembali terjadi di wilayah Gresik. Kali ini mobil Toyota Calya menabrak tiga pengendara…...",Laka Beruntun di Gresik Toyota Calya Tabrak Pengendara Motor Berboncengan  Kecelakaan beruntun kembali terjadi di wilayah Gresik Kali ini mobil Toyota Calya menabrak tiga pengendara,laka beruntun di gresik toyota calya tabrak pengendara motor berboncengan  kecelakaan beruntun kembali terjadi di wilayah gresik kali ini mobil toyota calya menabrak tiga pengendara,"['laka', 'beruntun', 'di', 'gresik', 'toyota', 'calya', 'tabrak', 'pengendara', 'motor', 'berboncengan', 'kecelakaan', 'beruntun', 'kembali', 'terjadi', 'di', 'wilayah', 'gresik', 'kali', 'ini', 'mobil', 'toyota', 'calya', 'menabrak', 'tiga', 'pengendara']","['laka', 'beruntun', 'gresik', 'tabrak', 'pengendara', 'berboncengan', 'kecelakaan', 'beruntun', 'wilayah', 'gresik', 'menabrak', 'pengendara']",laka untun gresik tabrak kendara bonceng celaka untun wilayah gresik tabrak kendara,Toyota,Negatif
Manifesting akhir April 2024 dapet kerja!!?,Manifesting akhir April  dapet kerja,manifesting akhir april  dapet kerja,"['manifesting', 'akhir', 'april', 'dapet', 'kerja']","['manifesting', 'april']",manifesting april,Toyota,Netral
"4 Keunggulan Toyota Hiace Premio, Sebagai Mobil Komersial PremiumTranslate post", Keunggulan Toyota Hiace Premio Sebagai Mobil Komersial PremiumTranslate post, keunggulan toyota hiace premio sebagai mobil komersial premiumtranslate post,"['keunggulan', 'toyota', 'hiace', 'premio', 'sebagai', 'mobil', 'komersial', 'premiumtranslate', 'post']","['keunggulan', 'hiace', 'premio', 'komersial', 'premiumtranslate']",unggul hiace premio komersial premiumtranslate,Toyota,Positif
"fomo bgtt dong abu2, warna kesukaan aku #GreyDays2024",fomo bgtt dong abu warna kesukaan aku GreyDays,fomo bgtt dong abu warna kesukaan aku greydays,"['fomo', 'bgtt', 'dong', 'abu', 'warna', 'kesukaan', 'aku', 'greydays']","['fomo', 'bgtt', 'abu', 'warna', 'kesukaan', 'greydays']",fomo bgtt abu warna suka greydays,Toyota,Netral
"Selamat Hari Paskah! Semoga kebahagiaan dan keberkahan selalu menyertai perjalanan hidup Sahabat. Bersama Daihatsu, mari rayakan momen kebangkitan dan kesegaran baru dalam setiap langkah kita....",Selamat Hari Paskah Semoga kebahagiaan dan keberkahan selalu menyertai perjalanan hidup Sahabat Bersama Daihatsu mari rayakan momen kebangkitan dan kesegaran baru dalam setiap langkah kita,selamat hari paskah semoga kebahagiaan dan keberkahan selalu menyertai perjalanan hidup sahabat bersama daihatsu mari rayakan momen kebangkitan dan kesegaran baru dalam setiap langkah kita,"['selamat', 'hari', 'paskah', 'semoga', 'kebahagiaan', 'dan', 'keberkahan', 'selalu', 'menyertai', 'perjalanan', 'hidup', 'sahabat', 'bersama', 'daihatsu', 'mari', 'rayakan', 'momen', 'kebangkitan', 'dan', 'kesegaran', 'baru', 'dalam', 'setiap', 'langkah', 'kita']","['selamat', 'paskah', 'kebahagiaan', 'keberkahan', 'menyertai', 'perjalanan', 'hidup', 'mari', 'rayakan', 'momen', 'kebangkitan', 'kesegaran', 'langkah']",selamat paskah bahagia berkah serta jalan hidup mari raya momen bangkit segar langkah,Daihatsu,Positif
5 Model Mobil Honda Bekas yang Harus Anda Hindari https://beritasatu.com/ototekno/2808509/5-model-mobil-honda-bekas-yang-harus-anda-hindari?utm_source=dlvr.it&utm_medium=twitter… #beritasatu..., Model Mobil Honda Bekas yang Harus Anda Hindari  beritasatu, model mobil honda bekas yang harus anda hindari  beritasatu,"['model', 'mobil', 'honda', 'bekas', 'yang', 'harus', 'anda', 'hindari', 'beritasatu']","['model', 'bekas', 'hindari', 'beritasatu']",model bekas hindar beritasatu,Honda,Positif
Ini dia fitur yang bisa mencegah kendaraanmu terguling ke belakang saat ada di jalan menanjak curam! THREAD #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,Ini dia fitur yang bisa mencegah kendaraanmu terguling ke belakang saat ada di jalan menanjak curam THREAD Suzuki SuzukiIndonesia SuzukiTeManBerkendara YourGearTranslate post,ini dia fitur yang bisa mencegah kendaraanmu terguling ke belakang saat ada di jalan menanjak curam thread suzuki suzukiindonesia suzukitemanberkendara yourgeartranslate post,"['ini', 'dia', 'fitur', 'yang', 'bisa', 'mencegah', 'kendaraanmu', 'terguling', 'ke', 'belakang', 'saat', 'ada', 'di', 'jalan', 'menanjak', 'curam', 'thread', 'suzuki', 'suzukiindonesia', 'suzukitemanberkendara', 'yourgeartranslate', 'post']","['fitur', 'mencegah', 'kendaraanmu', 'terguling', 'menanjak', 'curam']",fitur cegah kendara guling tanjak curam,Suzuki,Positif
"Mobil Toyota Kijang Innova yang membawa rombongan Masroni Ritonga, istri Pj Wali Kota Padangsidimpuan Letnan Dalimunthe, terlibat kecelakaan.Translate post",Mobil Toyota Kijang Innova yang membawa rombongan Masroni Ritonga istri Pj Wali Kota Padangsidimpuan Letnan Dalimunthe terlibat kecelakaanTranslate post,mobil toyota kijang innova yang membawa rombongan masroni ritonga istri pj wali kota padangsidimpuan letnan dalimunthe terlibat kecelakaantranslate post,"['mobil', 'toyota', 'kijang', 'innova', 'yang', 'membawa', 'rombongan', 'masroni', 'ritonga', 'istri', 'pj', 'wali', 'kota', 'padangsidimpuan', 'letnan', 'dalimunthe', 'terlibat', 'kecelakaantranslate', 'post']","['membawa', 'rombongan', 'masroni', 'ritonga', 'istri', 'pj', 'wali', 'padangsidimpuan', 'letnan', 'dalimunthe', 'terlibat', 'kecelakaantranslate']",bawa rombong masroni ritonga istri pj wali padangsidimpuan letnan dalimunthe libat kecelakaantranslate,Toyota,Negatif
"BREAKING NEWS Perempuan Jadi Korban Penusukan di Perum 2 Tangerang, Pelaku Kabur Naik Yaris Putih Warga Perumnas 2 Kota Tangerang dikagetkan oleh aksi penusukan terhadap seorang perempuan penjual...",BREAKING NEWS Perempuan Jadi Korban Penusukan di Perum  Tangerang Pelaku Kabur Naik Yaris Putih Warga Perumnas  Kota Tangerang dikagetkan oleh aksi penusukan terhadap seorang perempuan penjual,breaking news perempuan jadi korban penusukan di perum  tangerang pelaku kabur naik yaris putih warga perumnas  kota tangerang dikagetkan oleh aksi penusukan terhadap seorang perempuan penjual,"['breaking', 'news', 'perempuan', 'jadi', 'korban', 'penusukan', 'di', 'perum', 'tangerang', 'pelaku', 'kabur', 'naik', 'yaris', 'putih', 'warga', 'perumnas', 'kota', 'tangerang', 'dikagetkan', 'oleh', 'aksi', 'penusukan', 'terhadap', 'seorang', 'perempuan', 'penjual']","['breaking', 'news', 'perempuan', 'korban', 'penusukan', 'perum', 'tangerang', 'pelaku', 'kabur', 'putih', 'warga', 'perumnas', 'tangerang', 'dikagetkan', 'aksi', 'penusukan', 'perempuan', 'penjual']",breaking news perempuan korban tusuk perum tangerang laku kabur putih warga perumnas tangerang kaget aksi tusuk perempuan jual,Toyota,Netral
"Seorang wanita pemilik toko pakaian tewas ditusuk di Jalan Borobudur Raya No 57, Perumnas II, Kelurahan Bencongan Indah, Kecamatan Kelapa dua, Kabupaten Tangerang, Senin 1 April 2024. Berdasarkan...",Seorang wanita pemilik toko pakaian tewas ditusuk di Jalan Borobudur Raya No  Perumnas II Kelurahan Bencongan Indah Kecamatan Kelapa dua Kabupaten Tangerang Senin  April  Berdasarkan,seorang wanita pemilik toko pakaian tewas ditusuk di jalan borobudur raya no  perumnas ii kelurahan bencongan indah kecamatan kelapa dua kabupaten tangerang senin  april  berdasarkan,"['seorang', 'wanita', 'pemilik', 'toko', 'pakaian', 'tewas', 'ditusuk', 'di', 'jalan', 'borobudur', 'raya', 'no', 'perumnas', 'ii', 'kelurahan', 'bencongan', 'indah', 'kecamatan', 'kelapa', 'dua', 'kabupaten', 'tangerang', 'senin', 'april', 'berdasarkan']","['wanita', 'pemilik', 'toko', 'pakaian', 'tewas', 'ditusuk', 'borobudur', 'raya', 'no', 'perumnas', 'ii', 'kelurahan', 'bencongan', 'indah', 'kecamatan', 'kelapa', 'kabupaten', 'tangerang', 'senin', 'april', 'berdasarkan']",wanita milik toko pakai tewas tusuk borobudur raya no perumnas ii lurah bencong indah camat kelapa kabupaten tangerang senin april dasar,Toyota,Netral
"Mobil Daihatsu: Pilihan Terbaik untuk Mahasiswa: Daihatsu, sebagai salah satu produsen mobil terkemuka di Indonesia, menawarkan sejumlah pilihan yang cocok untuk kebutuhan mahasiswa. http://dlvr.it...",Mobil Daihatsu Pilihan Terbaik untuk Mahasiswa Daihatsu sebagai salah satu produsen mobil terkemuka di Indonesia menawarkan sejumlah pilihan yang cocok untuk kebutuhan mahasiswa ,mobil daihatsu pilihan terbaik untuk mahasiswa daihatsu sebagai salah satu produsen mobil terkemuka di indonesia menawarkan sejumlah pilihan yang cocok untuk kebutuhan mahasiswa ,"['mobil', 'daihatsu', 'pilihan', 'terbaik', 'untuk', 'mahasiswa', 'daihatsu', 'sebagai', 'salah', 'satu', 'produsen', 'mobil', 'terkemuka', 'di', 'indonesia', 'menawarkan', 'sejumlah', 'pilihan', 'yang', 'cocok', 'untuk', 'kebutuhan', 'mahasiswa']","['pilihan', 'terbaik', 'mahasiswa', 'produsen', 'terkemuka', 'menawarkan', 'pilihan', 'cocok', 'kebutuhan', 'mahasiswa']",pilih baik mahasiswa produsen muka tawar pilih cocok butuh mahasiswa,Daihatsu,Positif
Salahkah Aku karena Mencoba Bertahan?Translate post,Salahkah Aku karena Mencoba BertahanTranslate post,salahkah aku karena mencoba bertahantranslate post,"['salahkah', 'aku', 'karena', 'mencoba', 'bertahantranslate', 'post']","['salahkah', 'mencoba', 'bertahantranslate']",salah coba bertahantranslate,Honda,Netral
Kaca mobil kamu berjamur? Ini dia cara tepat supaya jamur gak berani mendekat! THREAD #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,Kaca mobil kamu berjamur Ini dia cara tepat supaya jamur gak berani mendekat THREAD Suzuki SuzukiIndonesia SuzukiTeManBerkendara YourGearTranslate post,kaca mobil kamu berjamur ini dia cara tepat supaya jamur gak berani mendekat thread suzuki suzukiindonesia suzukitemanberkendara yourgeartranslate post,"['kaca', 'mobil', 'kamu', 'berjamur', 'ini', 'dia', 'cara', 'tepat', 'supaya', 'jamur', 'gak', 'berani', 'mendekat', 'thread', 'suzuki', 'suzukiindonesia', 'suzukitemanberkendara', 'yourgeartranslate', 'post']","['kaca', 'berjamur', 'jamur', 'berani', 'mendekat']",kaca jamur jamur berani dekat,Suzuki,Netral
"Menjaga mobil dari kondisi kelembaban tinggi~ Jamur cenderung berkembang dalam kondisi yang lembab, terutama jika mobil kamu jarang digunakan dan disimpan di garasi yang lembab sehingga memicu...",Menjaga mobil dari kondisi kelembaban tinggi Jamur cenderung berkembang dalam kondisi yang lembab terutama jika mobil kamu jarang digunakan dan disimpan di garasi yang lembab sehingga memicu,menjaga mobil dari kondisi kelembaban tinggi jamur cenderung berkembang dalam kondisi yang lembab terutama jika mobil kamu jarang digunakan dan disimpan di garasi yang lembab sehingga memicu,"['menjaga', 'mobil', 'dari', 'kondisi', 'kelembaban', 'tinggi', 'jamur', 'cenderung', 'berkembang', 'dalam', 'kondisi', 'yang', 'lembab', 'terutama', 'jika', 'mobil', 'kamu', 'jarang', 'digunakan', 'dan', 'disimpan', 'di', 'garasi', 'yang', 'lembab', 'sehingga', 'memicu']","['menjaga', 'kondisi', 'kelembaban', 'jamur', 'cenderung', 'berkembang', 'kondisi', 'lembab', 'jarang', 'disimpan', 'garasi', 'lembab', 'memicu']",jaga kondisi kelembaban jamur cenderung kembang kondisi lembab jarang simpan garasi lembab picu,Suzuki,Positif
Teman-teman mau curhat banyak. Ngelaporin kasus pencurian #curanmor mobil suamiku ke 2 polsek di Jkt. Nihil. Padahal ada satu pelaku yang disandera suami. Tapi gak bisa dijadikan barang bukti?...,Temanteman mau curhat banyak Ngelaporin kasus pencurian curanmor mobil suamiku ke  polsek di Jkt Nihil Padahal ada satu pelaku yang disandera suami Tapi gak bisa dijadikan barang bukti,temanteman mau curhat banyak ngelaporin kasus pencurian curanmor mobil suamiku ke  polsek di jkt nihil padahal ada satu pelaku yang disandera suami tapi gak bisa dijadikan barang bukti,"['temanteman', 'mau', 'curhat', 'banyak', 'ngelaporin', 'kasus', 'pencurian', 'curanmor', 'mobil', 'suamiku', 'ke', 'polsek', 'di', 'jkt', 'nihil', 'padahal', 'ada', 'satu', 'pelaku', 'yang', 'disandera', 'suami', 'tapi', 'gak', 'bisa', 'dijadikan', 'barang', 'bukti']","['temanteman', 'curhat', 'ngelaporin', 'pencurian', 'curanmor', 'suamiku', 'polsek', 'jkt', 'nihil', 'pelaku', 'disandera', 'suami', 'dijadikan', 'barang', 'bukti']",temanteman curhat ngelaporin curi curanmor suami polsek jkt nihil laku sandera suami jadi barang bukti,Suzuki,Negatif
Estimasi Biaya Mudik Jakarta-Yogya memakai mobil Mitsubishi Xpander tak sampai Rp 1 juta.Translate post,Estimasi Biaya Mudik JakartaYogya memakai mobil Mitsubishi Xpander tak sampai Rp  jutaTranslate post,estimasi biaya mudik jakartayogya memakai mobil mitsubishi xpander tak sampai rp  jutatranslate post,"['estimasi', 'biaya', 'mudik', 'jakartayogya', 'memakai', 'mobil', 'mitsubishi', 'xpander', 'tak', 'sampai', 'rp', 'jutatranslate', 'post']","['biaya', 'mudik', 'jakartayogya', 'memakai', 'jutatranslate']",biaya mudik jakartayogya pakai jutatranslate,Mitsubishi,Positif
"Mitsubishi Indonesia sudah siapkan program penjualan Xpander Hybrid, peluncurannya tinggal tunggu waktu.Translate post",Mitsubishi Indonesia sudah siapkan program penjualan Xpander Hybrid peluncurannya tinggal tunggu waktuTranslate post,mitsubishi indonesia sudah siapkan program penjualan xpander hybrid peluncurannya tinggal tunggu waktutranslate post,"['mitsubishi', 'indonesia', 'sudah', 'siapkan', 'program', 'penjualan', 'xpander', 'hybrid', 'peluncurannya', 'tinggal', 'tunggu', 'waktutranslate', 'post']","['siapkan', 'penjualan', 'peluncurannya', 'tunggu', 'waktutranslate']",siap jual luncur tunggu waktutranslate,Mitsubishi,Positif
"Tahun fiskal 2023 Mitsubishi Indonesia jual 77.397 unit, targetnya pada tahun fiskal 2024 bisa jual 100 ribu unit.Translate post",Tahun fiskal  Mitsubishi Indonesia jual  unit targetnya pada tahun fiskal  bisa jual  ribu unitTranslate post,tahun fiskal  mitsubishi indonesia jual  unit targetnya pada tahun fiskal  bisa jual  ribu unittranslate post,"['tahun', 'fiskal', 'mitsubishi', 'indonesia', 'jual', 'unit', 'targetnya', 'pada', 'tahun', 'fiskal', 'bisa', 'jual', 'ribu', 'unittranslate', 'post']","['fiskal', 'jual', 'targetnya', 'fiskal', 'jual', 'ribu', 'unittranslate']",fiskal jual target fiskal jual ribu unittranslate,Mitsubishi,Positif
"Cara Murah Bikin Mobil Mitsubishi Sehat dan Berkilau Saat Mudik, Simak NihTranslate post",Cara Murah Bikin Mobil Mitsubishi Sehat dan Berkilau Saat Mudik Simak NihTranslate post,cara murah bikin mobil mitsubishi sehat dan berkilau saat mudik simak nihtranslate post,"['cara', 'murah', 'bikin', 'mobil', 'mitsubishi', 'sehat', 'dan', 'berkilau', 'saat', 'mudik', 'simak', 'nihtranslate', 'post']","['murah', 'sehat', 'berkilau', 'mudik', 'simak', 'nihtranslate']",murah sehat kilau mudik simak nihtranslate,Mitsubishi,Netral
"Pada 2023, kendaraan niaga ringan L300 menjadi tulang punggung Mitsubishi dengan mendominasi penjualan hingga 55 persenTranslate post",Pada  kendaraan niaga ringan L menjadi tulang punggung Mitsubishi dengan mendominasi penjualan hingga  persenTranslate post,pada  kendaraan niaga ringan l menjadi tulang punggung mitsubishi dengan mendominasi penjualan hingga  persentranslate post,"['pada', 'kendaraan', 'niaga', 'ringan', 'l', 'menjadi', 'tulang', 'punggung', 'mitsubishi', 'dengan', 'mendominasi', 'penjualan', 'hingga', 'persentranslate', 'post']","['niaga', 'ringan', 'l', 'tulang', 'punggung', 'mendominasi', 'penjualan', 'persentranslate']",niaga ringan l tulang punggung dominasi jual persentranslate,Mitsubishi,Positif
Jangan lewatkan Flash Sale Mobil Toyota AGYA seharga RP1 bersama Mami Louisse Scarlett hanya di Shopee LIVE & TV Kesayanganmu! ? Cuman di Shopee LIVE kamu bisa dapetin MOBIL hanya dengan...,Jangan lewatkan Flash Sale Mobil Toyota AGYA seharga RP bersama Mami Louisse Scarlett hanya di Shopee LIVE  TV Kesayanganmu  Cuman di Shopee LIVE kamu bisa dapetin MOBIL hanya dengan,jangan lewatkan flash sale mobil toyota agya seharga rp bersama mami louisse scarlett hanya di shopee live  tv kesayanganmu  cuman di shopee live kamu bisa dapetin mobil hanya dengan,"['jangan', 'lewatkan', 'flash', 'sale', 'mobil', 'toyota', 'agya', 'seharga', 'rp', 'bersama', 'mami', 'louisse', 'scarlett', 'hanya', 'di', 'shopee', 'live', 'tv', 'kesayanganmu', 'cuman', 'di', 'shopee', 'live', 'kamu', 'bisa', 'dapetin', 'mobil', 'hanya', 'dengan']","['lewatkan', 'flash', 'sale', 'seharga', 'mami', 'louisse', 'scarlett', 'shopee', 'live', 'kesayanganmu', 'shopee', 'live', 'dapetin']",lewat flash sale harga mami louisse scarlett shopee live sayang shopee live dapetin,Toyota,Positif
